idinspection,inspector_name,fruit,inspection_date,container,exporter,importer,vessel,arrival_date,o2_level_percent,co2_level_percent,pulp_temp_c,atmosphere,etd,int_pallet_nr,pallet_number,caliber,box_net_weight_g,grower,grw_boxes_per_pallet,total_boxes_per_pallet,packing_date,peduncular_mold,decay,soft,dehydrated,cold_damage,bruises,open_injury,scissor_damage,russet_greater_than_4_cm,insect_damage,sunburn,deformed,inspected_boxes
1993,Killian,AVOCADOS,2017-01-10,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.8,8.8,,,2016-12-08,1993,5480475294,5,10588,RCQ,120,120,2016-11-24,0,0,0,0,0,0,0,0,3,0,0,0,2
1994,Arjun,AVOCADOS,2017-01-10,SUDU233321-1,SJ EXPORT,FRUITS EXOTICS,MSC ARTIC,2018-01-16,8.6,8.6,5.5,STARCOOL,2019-01-26,1994,5480467815,5,10132,SAN CARLOS,120,120,2016-12-12,0,0,1,0,0,0,1,0,1,1,0,2,2
1995,Sarah,AVOCADOS,2017-01-10,BMOU960422-0,AGRICOLA SUR SA,FRUITS EXOTICS,MSC ATHENS,2017-01-10,4.2,7.9,3.8,EXTRAFRESH,2016-12-16,1995,5480467815,14,9951,AGRICOLA AA,120,120,2016-12-12,0,0,0,0,1,0,0,0,1,0,0,2,2
1996,Sarah,AVOCADOS,2017-01-10,BMOU960422-0,SJ EXPORT,MKVTRB,SANTA JULIA,2017-01-10,3.8,8.9,6.2,STARCOOL,2017-12-25,1996,5480468102,14,10117,RCQ,120,120,2016-12-12,0,0,0,0,0,1,0,0,1,0,1,5,2
1997,Sarah,MANDARINS,2017-01-10,BMOU 963267-0,BIO CITRICS,MMS,MSC CHLOE,2017-01-10,8.6,8.0,3.8,STARCOOL,2016-12-16,1997,5480469108,14,10618,TRES MONTES,120,120,2016-12-12,0,0,0,0,0,0,1,0,3,0,0,1,2
1998,Arjun,MANDARINS,2017-01-10,SUDU962715-3,AGRICOLA SUR SA,EUROCITRICS,SANTA CATALINA,2017-01-10,3.9,,4.8,STARCOOL,2016-12-16,1998,5480489019,14,10131,SAN CARLOS,120,120,2016-12-05,0,0,0,0,0,0,1,0,6,1,0,0,2
1999,Lucas,AVOCADOS,2017-01-10,SUDU396415-5,SOUTH CITRICS EXPORT,AVOPRIME,SAN CLEMENTE,2017-01-10,3.8,8.8,4.8,STARCOOL,2016-12-01,1999,5480475300,26,9951,SAN CARLOS,120,120,2016-12-07,0,0,0,0,2,0,0,0,1,0,0,3,2
2000,Arjun,MANDARINS,2017-01-10,SUDU931477-9,SOUTH CITRICS EXPORT,EUROCITRICS,SAN CLEMENTE,2017-01-05,3.9,7.4,5.1,,2019-01-26,2000,5480469214,14,9951,FRA,120,120,2016-11-23,1,0,0,1,0,0,0,0,1,1,0,1,2
2001,Killian,MANDARINS,2017-01-10,SUDU931477-9,SJ EXPORT,AVOPRIME,MSC CHLOE,2018-01-19,4.4,8.8,4.8,STARCOOL,2016-12-01,2001,5480489019,4,9951,RCQ,120,120,2016-11-23,0,0,1,0,0,1,1,0,0,0,0,0,2
2002,Lucas,AVOCADOS,2017-01-10,BMOU961097-9,BIO CITRICS,FRUITS EXOTICS,MSC ATHENS,2017-01-17,4.4,7.4,5.1,STARCOOL,2016-12-08,2002,5480468503,1-xxx,10556,RCQ,120,120,2017-12-15,0,0,1,1,0,0,0,0,2,0,0,6,2
2003,Muayad,AVO 4K,2017-01-10,SUDU931036-7,SJ EXPORT,AVOPRIME,MSC CHLOE,2018-01-16,4.4,8.3,6.2,STARCOOL,2016-12-16,2003,27459,18,10090,SAN CARLOS,300,300,2016-11-29,0,0,0,0,0,0,1,0,2,0,0,2,2
2004,Jost,MANDARINS,2017-01-10,BMOU963131-2,SOUTH CITRICS EXPORT,MKVTRB,MSC ATHENS,2017-01-10,3.9,7.4,6.2,STARCOOL,2016-12-08,2004,5480475292,1-x,9980,TRES MONTES,120,120,2016-12-13,0,1,3,0,0,0,1,0,3,0,0,0,2
2005,Sarah,MANDARINS,2017-01-10,BMOU963885-2,CITRICS CL,AVOPRIME,MSC CHLOE,2018-01-16,3.9,8.8,5.0,XTENDFRESH,2016-12-16,2005,5480488119,4,10624,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,0,0,0,3,0,0,0,3
2006,Sarah,MANDARINS,2017-01-10,BMOU963865-0,SJ EXPORT,MKVTRB,MSC CHLOE,2017-01-10,4.0,8.3,4.8,STARCOOL,2016-12-09,2006,27459,4,10376,SAN CARLOS,120,120,2016-12-01,0,0,0,0,0,0,0,0,1,0,0,0,2
2007,Muayad,MANDARINS,2017-01-10,BMOU963131-2,SJ EXPORT,FRUITS EXOTICS,MSC CARIBEAN,2017-01-09,3.9,7.5,5.0,STARCOOL,2016-12-16,2007,5480475583,18,9951,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,0,1,0,3,0,0,0,2
2008,Lucas,MANDARINS,2017-01-10,BMOU 963197-1,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.9,7.0,5.1,STARCOOL,2017-12-23,2008,5480467776,9,10581,FRA,120,120,2016-12-07,0,1,0,0,2,0,1,0,3,0,0,0,2
2009,Sarah,MANDARINS,2017-01-10,BMOU 961339-2,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,4.0,7.1,,STARCOOL,2016-12-02,2009,5480489019,14,9951,TRES MONTES,120,120,2016-12-01,0,0,1,0,0,0,0,0,6,0,0,1,2
2010,Arjun,MANDARINS,2017-01-10,BMOU 961339-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-12-28,4.4,,4.1,STARCOOL,2016-12-01,2010,F543123,1-xxx,9976,LP,120,120,2016-12-12,0,0,0,0,2,1,0,0,6,0,0,2,2
2011,Sarah,AVOCADOS,2017-01-10,BMOU960422-0,AGRICOLA SUR SA,FRUITS EXOTICS,SAN CLEMENTE,2019-01-19,4.6,7.1,6.2,STARCOOL,2017-12-23,2011,27459,18,10403,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,0,0,0,0,0,0,1,2
2012,Emily,AVOCADOS,2017-01-10,BMOU 963197-1,AGRICOLA SUR SA,AVOPRIME,MSC CHLOE,2017-01-10,3.9,7.0,3.8,STARCOOL,2016-12-09,2012,F548003,18,9951,SAN CARLOS,120,120,2016-12-07,0,0,0,0,2,1,1,0,6,0,0,0,2
2013,Sarah,AVOCADOS,2017-01-10,SUDU296571-0,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.4,7.1,,STARCOOL,2016-12-16,2013,5480468102,18,10634,LAS ROSAS,120,120,2016-12-07,0,0,0,0,0,0,0,0,6,0,0,0,2
2014,Lucas,AVOCADOS,2017-01-10,MSCU267656-1,AGRICOLA SUR SA,EUROCITRICS,MSC CHLOE,2017-01-09,4.2,,3.8,XTENDFRESH,2016-12-16,2014,5480469108,14,9951,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,0,1,0,3,0,0,0,4
2015,Emily,MANDARINS,2017-01-10,MSCU361476-7,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,3.9,7.0,3.8,STARCOOL,2017-12-26,2015,5480488119,1-x,10308,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,0,1,0,1,0,0,6,3
2016,Jost,AVOCADOS,2017-01-10,BMOU 963197-1,SJ EXPORT,FRUITS EXOTICS,SANTA ANA,2017-01-10,4.6,7.1,,STARCOOL,2016-12-16,2016,27452,26,10438,SAN CARLOS,120,120,2016-12-12,1,0,2,0,0,0,0,0,6,0,0,0,2
2017,Lucas,MANDARINS,2017-01-10,HLBU 907275-2,AGRICOLA SUR SA,MMS,SANTA CLARA,2017-12-29,3.9,8.9,5.5,STARCOOL,2016-12-01,2017,27459,24,10266,LP,120,120,2016-12-12,0,0,0,0,0,0,1,0,1,0,0,3,2
2018,Jost,AVOCADOS,2017-01-10,SUDU962715-3,CITRICS CL,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,3.9,7.4,6.2,STARCOOL,2016-12-16,2018,5480488119,1-xx,10637,AGRICOLA AA,120,120,2016-12-07,0,0,1,0,0,0,0,0,3,0,0,0,2
2019,Sarah,AVOCADOS,2017-01-10,SUDU296571-0,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,3.9,,6.2,STARCOOL,2016-12-16,2019,5480467815,22,9951,TRES MONTES,120,120,2016-12-12,0,0,0,0,0,1,0,0,6,0,0,0,2
2020,Arjun,AVOCADOS,2017-01-10,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,3.9,7.4,6.2,,2018-12-23,2020,5480467819,4,10245,AGRICOLA AA,120,120,2016-12-12,0,0,0,0,2,0,1,0,1,0,0,3,2
2021,Emily,MANDARINS,2017-01-10,BMOU963131-2,CITRICS CL,FRUITS EXOTICS,MSC ASDA,2017-01-10,4.6,8.0,4.8,,2016-12-08,2021,27459,16,10377,SAN CARLOS,120,120,2019-01-16,0,0,1,0,0,1,1,0,2,1,0,2,3
2022,Killian,AVOCADOS,2017-01-10,SUDU931036-7,SJ EXPORT,MKVTRB,MSC CHLOE,2017-01-09,4.4,8.0,6.2,STARCOOL,2017-12-23,2022,27459,9,9951,SAN CARLOS,120,120,2016-12-01,0,0,0,0,0,0,1,0,2,0,0,3,2
2023,Arjun,MANDARINS,2017-01-10,SUDU931477-9,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,8.6,7.5,4.4,,2016-12-16,2023,5480467777,5,10004,FRA,120,120,2016-12-01,0,0,0,2,0,0,1,0,6,0,0,0,2
2024,Lucas,AVOCADOS,2017-01-10,MSCU361476-7,CITRICS CL,FRUITS EXOTICS,MSC ANZU,2019-01-19,4.8,7.4,5.1,STARCOOL,2016-12-09,2024,5480462082,14,9951,LP,120,120,2016-11-30,0,0,0,0,0,0,1,0,1,0,0,3,2
2025,Arjun,AVOCADOS,2017-01-10,BMOU 961339-2,SJ EXPORT,AVOPRIME,MSC CHLOE,2017-01-10,3.9,8.6,,STARCOOL,2016-12-01,2025,F542622,16,10479,SAN CARLOS,120,120,2017-12-26,0,0,0,0,2,0,1,0,3,0,0,0,2
2026,Emily,AVO 4K,2017-01-10,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,SANTA JULIA,2017-01-09,8.6,7.4,5.5,,2017-12-26,2026,5480469206,16,10546,LP,300,300,2016-12-12,0,0,1,0,5,0,0,2,2,0,0,2,2
2027,Jost,MANDARINS,2017-01-10,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2017-01-09,3.9,7.9,6.2,STARCOOL,2016-12-16,2027,27452,14,9951,SAN CARLOS,120,120,2016-12-07,0,0,2,2,0,0,0,0,3,0,0,3,2
2028,Jost,AVOCADOS,2017-01-10,BMOU 963267-0,CITRICS CL,EUROCITRICS,SAN CLEMENTE,2017-12-29,4.0,6.3,5.0,STARCOOL,2016-12-16,2028,5480461914,16,10032,TRES MONTES,120,120,2016-12-12,0,0,0,0,0,0,1,0,5,0,0,0,2
2029,Raul,MANDARINS,2017-01-10,MSCU361476-7,BIO CITRICS,FRUITS EXOTICS,MSC CHLOE,2017-01-05,4.4,8.8,4.8,STARCOOL,2016-12-16,2029,5480488423,16,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,0,2,1,1,0,2,0,0,2,2
2030,Killian,AVOCADOS,2017-01-10,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2019-02-22,4.0,7.1,5.0,STARCOOL,2016-12-08,2030,5480467815,5,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,0,3,0,1,0,3,0,0,1,2
2031,Muayad,MANDARINS,2017-01-10,BMOU 961339-2,AGRICOLA SUR SA,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-05,4.8,,4.1,STARCOOL,2016-12-16,2031,5480467776,16,10520,AGRICOLA AA,120,120,2016-12-07,0,0,0,0,0,0,0,0,3,0,0,1,1
2032,Emily,MANDARINS,2017-01-10,BMOU963131-2,CITRICS CL,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,8.6,8.8,5.1,XTENDFRESH,2017-12-25,2032,F542697,20,9951,SAN CARLOS,120,120,2019-01-16,0,0,0,0,0,0,0,0,1,1,1,0,2
2033,Muayad,AVOCADOS,2017-01-10,SUDU296571-0,BIO CITRICS,MKVTRB,SANTA ANA,2017-01-09,4.1,8.8,4.6,STARCOOL,2016-12-16,2033,27452,18,9951,AGRICOLA AA,120,120,2016-12-13,0,0,0,1,0,0,0,0,1,0,0,0,1
2034,Arjun,MANDARINS,2017-01-10,SUDU931036-7,SJ EXPORT,MKVTRB,SANTA CATALINA,2017-01-17,8.6,8.8,5.0,STARCOOL,2016-12-02,2034,5480475298,9,10363,RCQ,120,120,2016-12-05,0,0,0,0,1,0,1,0,1,0,0,3,2
2035,Emily,MANDARINS,2017-01-10,SUDU296571-0,CITRICS CL,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.4,7.4,4.8,STARCOOL,2016-12-16,2035,5480468086,3,9951,SAN CARLOS,120,120,2016-12-07,2,0,0,0,0,1,0,0,2,0,0,0,2
2036,Raul,MANDARINS,2017-01-10,BMOU 963267-0,BIO CITRICS,FRUITS EXOTICS,MSC ATHENS,2017-01-10,3.9,7.1,4.8,STARCOOL,2016-12-16,2036,5480468117,16,9951,SAN CARLOS,120,120,2016-12-07,1,0,0,0,0,0,0,0,1,0,0,0,2
2037,Arjun,MANDARINS,2017-01-10,BMOU960422-0,SJ EXPORT,EUROCITRICS,CMA CGM NIAGARA,2018-01-19,4.0,8.8,4.8,,2017-12-20,2037,5480467815,14,10618,SAN CARLOS,120,120,2016-12-13,0,0,1,0,0,0,1,0,3,0,0,4,2
2038,Lucas,MANDARINS,2017-01-10,BMOU 963267-0,CITRICS CL,MMS,MSC CHLOE,2017-01-10,3.9,7.9,3.8,,2016-12-16,2038,5480469108,1-x,9951,SAN CARLOS,120,120,2016-11-29,0,0,0,2,2,0,0,0,2,0,1,3,2
2039,Arjun,AVOCADOS,2017-01-10,BMOU963885-2,CITRICS CL,EUROCITRICS,MSC CHLOE,2017-01-10,4.4,8.8,4.8,STARCOOL,2016-12-16,2039,5480462087,14,10380,RCQ,120,120,2017-12-10,0,0,0,0,2,0,0,0,6,0,0,0,2
2040,Emily,AVO 4K,2017-01-10,BMOU 963197-1,SJ EXPORT,AVOPRIME,MSC ASDA,2017-01-10,3.8,8.3,6.2,STARCOOL,2017-12-22,2040,5480469108,18,10343,SAN CARLOS,300,300,2016-12-07,0,1,0,1,2,0,0,0,1,0,0,0,2
2041,Emily,MANDARINS,2017-01-10,BMOU963885-2,BIO CITRICS,MKVTRB,SAN CLEMENTE,2017-12-29,4.2,8.8,4.4,STARCOOL,2016-12-16,2041,F548003,26,9951,FRA,120,120,2017-12-10,0,0,0,0,1,1,0,0,5,0,0,2,2
2042,Lucas,MANDARINS,2017-01-10,MSCU267656-1,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.2,7.1,4.8,STARCOOL,2016-12-16,2042,5480475300,14,10096,SAN CARLOS,120,120,2016-12-12,1,0,0,0,0,0,1,0,4,0,0,0,2
2043,Arjun,AVO 4K,2017-01-10,HLBU 907075-0,AGRICOLA SUR SA,FRUITS EXOTICS,CMA CGM NIAGARA,2017-01-10,4.4,7.5,6.2,STARCOOL,2016-12-16,2043,5480462086,26,10635,LP,300,300,2016-11-30,0,0,0,0,0,0,0,0,3,0,0,0,2
2044,Killian,AVOCADOS,2017-01-10,BMOU 961339-2,SJ EXPORT,FRUITS EXOTICS,SANTA ANA,2017-01-10,3.9,7.1,,STARCOOL,2016-12-16,2044,5480469108,1-x,10582,SAN CARLOS,120,120,2019-01-16,0,1,0,0,0,0,0,0,2,0,0,0,2
2045,Lucas,MANDARINS,2017-01-10,BMOU 963267-0,AGRICOLA SUR SA,FRUITS EXOTICS,MSC CHLOE,2018-01-16,4.3,8.8,5.2,,2016-12-09,2045,5480462087,16,10234,TRES MONTES,120,120,2016-11-30,0,0,0,0,1,0,0,0,3,0,0,0,1
2046,Sarah,MANDARINS,2017-01-10,BMOU 963267-0,AGRICOLA SUR SA,FRUITS EXOTICS,SAN CLEMENTE,2019-02-22,3.8,8.0,3.8,STARCOOL,2016-12-16,2046,5480475300,14,10126,SAN CARLOS,120,120,2016-11-29,0,0,0,0,3,0,0,0,2,0,0,2,2
2047,Arjun,AVOCADOS,2017-01-10,BMOU960422-0,CITRICS CL,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,8.6,8.8,4.8,STARCOOL,2017-12-25,2047,5480488423,1-xx,9951,SAN CARLOS,120,120,2016-12-01,1,0,0,0,0,0,1,0,3,0,0,0,2
2048,Muayad,MANDARINS,2017-01-10,SUDU931036-7,CITRICS CL,AVOPRIME,MSC CHLOE,2018-01-19,4.0,8.0,5.4,STARCOOL,2016-12-16,2048,F548003,1-xx,10168,SAN CARLOS,120,120,2016-12-12,0,0,0,0,2,0,0,3,6,0,0,0,2
2049,Emily,AVO 4K,2017-01-10,MSCU654560-2,SJ EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,4.0,8.8,6.2,STARCOOL,2017-12-25,2049,F542622,18,10170,TRES MONTES,300,300,2016-12-07,0,0,0,0,0,0,0,0,3,1,0,1,2
2050,Arjun,AVOCADOS,2017-01-10,BMOU963885-2,SJ EXPORT,MMS,SANTA CLARA,2018-01-19,4.0,8.8,4.8,,2016-12-09,2050,5480475189,14,10286,AGRICOLA AA,120,120,2016-11-29,0,1,0,0,0,0,0,0,1,0,0,1,2
2051,Arjun,AVOCADOS,2017-01-10,HLBU 907075-0,SJ EXPORT,FRUITS EXOTICS,MSC CARIBEAN,2017-01-09,3.7,8.0,3.8,STARCOOL,2016-12-02,2051,F544133,22,10234,SAN CARLOS,120,120,2017-12-13,1,0,0,0,0,0,1,2,0,0,0,0,2
2052,Arjun,MANDARINS,2017-01-10,HLBU 907275-2,SOUTH CITRICS EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-17,8.6,8.8,5.0,STARCOOL,2016-12-09,2052,5480475298,1-xx,10069,TRES MONTES,120,120,2016-12-06,0,0,0,0,0,0,0,0,3,0,0,2,2
2053,Sarah,MANDARINS,2017-01-10,SUDU962715-3,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-12,4.0,7.8,4.4,STARCOOL,2016-12-08,2053,5480475284,3,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,0,1,0,3,0,0,0,2
2054,Jost,AVO 4K,2017-01-10,MSCU225856-0,SJ EXPORT,EUROCITRICS,CMA CGM NIAGARA,2018-01-19,4.0,8.8,,XTENDFRESH,2016-12-16,2054,F543123,14,10522,SAN CARLOS,300,300,2016-12-13,0,0,0,0,0,1,0,0,1,0,0,2,2
2055,Sarah,AVO 4K,2017-01-10,SUDU931036-7,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2017-01-09,3.9,8.8,6.2,STARCOOL,2016-12-16,2055,5480469214,14,9951,LAS ROSAS,300,300,2016-12-13,0,0,0,0,0,0,1,0,1,0,0,2,2
2056,Arjun,AVO 4K,2017-01-10,BMOU960422-0,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.2,,5.5,STARCOOL,2016-12-01,2056,5480475189,4,9951,LP,300,300,2016-12-07,0,0,0,0,0,0,0,0,3,0,0,2,2
2057,Sarah,MANDARINS,2017-01-10,BMOU963885-2,AGRICOLA SUR SA,MMS,MSC ATHENS,2018-01-19,8.6,8.8,5.0,,2017-12-23,2057,5480468117,14,9951,SAN CARLOS,120,120,2016-11-29,1,0,0,0,0,0,2,2,1,0,0,0,2
2058,Sarah,MANDARINS,2017-01-10,MSCU654560-2,SJ EXPORT,FRUITS EXOTICS,SANTA JULIA,2018-01-19,4.0,7.8,3.8,STARCOOL,2016-12-16,2058,27452,3,10313,LAS ROSAS,120,120,2017-12-02,0,0,0,0,0,0,0,0,1,0,1,0,2
2059,Arjun,MANDARINS,2017-01-10,BMOU960422-0,AGRICOLA SUR SA,FRUITS EXOTICS,SANTA ANA,2018-01-19,4.1,8.0,5.0,STARCOOL,2016-12-09,2059,F542696,20,9951,RCQ,120,120,2018-12-13,0,0,0,0,0,0,0,0,0,1,0,3,2
2060,Jost,MANDARINS,2017-01-10,MSCU225856-0,CITRICS CL,AVOPRIME,SAN CLEMENTE,2017-12-28,3.9,7.8,4.4,STARCOOL,2016-12-16,2060,F543123,22,10591,AGRICOLA AA,120,120,2016-12-13,0,0,0,1,0,0,0,0,1,0,0,0,2
2061,Emily,MANDARINS,2017-01-10,MSCU225856-0,SJ EXPORT,MKVTRB,SAN CLEMENTE,2017-01-10,3.9,7.4,4.6,STARCOOL,2016-12-08,2061,5480475292,14,10463,SAN CARLOS,120,120,2016-11-29,0,0,0,0,0,0,1,3,1,0,0,0,2
2062,Arjun,AVOCADOS,2017-01-10,BMOU960422-0,SJ EXPORT,MMS,MSC ATHENS,2017-01-05,4.4,8.0,6.2,XTENDFRESH,2016-12-09,2062,5480474907,16,10617,SAN CARLOS,120,120,2017-12-13,0,0,0,0,0,0,0,0,3,0,0,0,2
2063,Sarah,AVO 4K,2017-01-10,BMOU963885-2,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-09,3.8,7.1,4.8,STARCOOL,2018-12-23,2063,5480467777,1-xxx,10108,LP,300,300,2016-12-06,0,0,1,0,0,0,1,0,3,0,0,0,2
2064,Jost,MANDARINS,2017-01-10,BMOU963131-2,CITRICS CL,FRUITS EXOTICS,SAN CLEMENTE,2018-01-16,3.9,,4.4,STARCOOL,2016-12-08,2064,5480468502,18,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,0,0,0,0,0,3,0,0,0,2
2065,Killian,AVOCADOS,2017-01-10,BMOU963131-2,SJ EXPORT,FRUITS EXOTICS,MSC ATHENS,2018-01-19,3.8,8.8,5.5,STARCOOL,2016-12-16,2065,F548003,20,9951,TRES MONTES,120,120,2016-12-06,0,0,0,0,0,0,0,0,5,0,0,0,2
2066,Sarah,MANDARINS,2017-01-10,SUDU396415-5,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.4,7.9,5.5,,2016-12-16,2066,5480488119,18,9951,SAN CARLOS,120,120,2016-12-12,0,0,0,1,0,0,0,0,1,0,0,0,2
2067,Lucas,AVOCADOS,2017-01-10,SUDU931036-7,AGRICOLA SUR SA,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,4.3,6.3,5.1,XTENDFRESH,2016-12-16,2067,5480467773,24,9951,FRA,120,120,2016-11-24,1,0,0,1,0,1,1,0,1,0,0,0,2
2068,Arjun,AVOCADOS,2017-01-10,BMOU963865-1,CITRICS CL,FRUITS EXOTICS,MSC ANZU,2018-01-21,4.4,7.1,4.8,STARCOOL,2016-12-01,2068,5480467776,18,9959,SAN CARLOS,120,120,2016-12-01,0,0,0,0,0,0,0,0,3,0,0,0,2
2069,Muayad,MANDARINS,2017-01-10,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,MSC ANZU,2018-01-21,4.3,8.8,4.8,,2016-12-16,2069,5480467815,14,10630,SAN CARLOS,120,120,2019-01-16,0,0,0,0,0,1,1,3,6,1,0,0,2
2070,Sarah,MANDARINS,2017-01-10,BMOU 961339-2,SJ EXPORT,FRUITS EXOTICS,MSC ASDA,2017-01-10,4.8,6.3,4.1,STARCOOL,2016-12-01,2070,5480468117,16,10266,LAS ROSAS,120,120,2016-12-07,0,0,0,0,0,0,0,0,3,0,0,0,4
2071,Arjun,MANDARINS,2017-01-10,HLBU 907275-2,SJ EXPORT,FRUITS EXOTICS,SAN CLEMENTE,2017-01-10,4.6,8.6,5.5,STARCOOL,2017-12-22,2071,5480475303,18,10617,RCQ,120,120,2017-12-02,0,0,0,0,0,0,1,0,0,0,0,0,2
2072,Raul,AVOCADOS,2017-01-10,SUDU931036-7,SJ EXPORT,MMS,SANTA CATALINA,2017-01-09,8.6,8.8,5.1,STARCOOL,2018-12-23,2072,5480469214,18,9951,AGRICOLA AA,120,120,2016-11-30,0,0,0,0,0,0,1,0,3,0,0,0,2
2073,Emily,MANDARINS,2017-01-10,BMOU963865-0,AGRICOLA SUR SA,MMS,MSC ATHENS,2017-01-09,4.4,8.8,5.1,EXTRAFRESH,2016-12-01,2073,27452,22,10379,TRES MONTES,120,120,2017-12-13,0,0,0,0,0,0,0,0,2,0,0,1,2
2074,Lucas,AVOCADOS,2017-01-10,MSCU225856-0,SJ EXPORT,MKVTRB,MSC CHLOE,2019-02-22,8.6,8.3,4.8,STARCOOL,2016-12-16,2074,5480467773,1-x,9978,TRES MONTES,120,120,2016-11-29,0,0,0,1,0,0,1,0,2,0,0,1,2
2075,Sarah,MANDARINS,2017-01-10,SUDU962715-3,SJ EXPORT,FRUITS EXOTICS,MSC CHLOE,2017-01-10,4.3,7.0,3.8,STARCOOL,2016-12-08,2075,5480467776,3,10308,SAN CARLOS,120,120,2016-11-29,0,0,0,0,0,0,1,0,6,1,0,3,4
2076,Arjun,MANDARINS,2017-01-10,MSCU267656-1,CITRICS CL,AVOPRIME,SANTA CLARA,2017-01-09,8.6,8.0,3.8,STARCOOL,2017-12-23,2076,5480469108,18,10540,LAS ROSAS,120,120,2016-12-07,0,0,0,0,0,1,0,0,6,0,0,0,2
2077,Sarah,AVO 4K,2017-01-10,BMOU963131-2,SJ EXPORT,MMS,MSC CHLOE,2017-01-10,4.4,6.3,4.8,XTENDFRESH,2017-12-25,2077,F544133,22,10564,TRES MONTES,300,300,2019-01-16,0,0,0,0,0,0,0,0,6,0,0,2,2
2078,Sarah,MANDARINS,2017-01-10,BMOU963885-2,BIO CITRICS,FRUITS EXOTICS,SAN CLEMENTE,2017-12-29,4.4,6.3,6.2,,2016-12-16,2078,5480469108,1-xx,10132,SAN CARLOS,120,120,2019-01-16,0,0,0,2,0,0,1,0,1,1,0,1,2
2079,Muayad,MANDARINS,2017-01-10,BMOU963131-2,AGRICOLA SUR SA,FRUITS EXOTICS,MSC ATHENS,2017-01-05,3.7,8.0,4.8,STARCOOL,2016-12-16,2079,5480465748,12,10228,SAN CARLOS,120,120,2016-11-30,0,0,0,0,0,0,0,0,3,0,0,2,2
2080,Sarah,MANDARINS,2017-01-10,SUDU931477-9,AGRICOLA SUR SA,FRUITS EXOTICS,MSC ASDA,2017-01-09,4.8,8.8,6.2,XTENDFRESH,2016-12-02,2080,5480475189,18,9988,SAN CARLOS,120,120,2016-12-07,0,0,0,1,4,1,0,0,3,0,0,0,2
2081,Arjun,AVOCADOS,2017-01-10,BMOU 963267-0,SJ EXPORT,FRUITS EXOTICS,SANTA CATALINA,2017-01-10,3.9,7.4,,STARCOOL,2016-12-16,2081,5480468503,1-xxx,9951,RCQ,120,120,2016-12-12,0,0,0,1,0,1,1,0,2,0,0,0,2
2082,Jost,MANDARINS,2017-01-10,BMOU963885-2,SJ EXPORT,MMS,MSC CHLOE,2017-01-10,4.2,8.8,5.5,EXTRAFRESH,2016-12-09,2082,5480488423,1-x,10425,SAN CARLOS,120,120,2016-12-13,0,0,0,0,0,0,0,0,6,0,0,0,2
2083,Sarah,MANDARINS,2017-01-10,BMOU963865-1,SJ EXPORT,MKVTRB,SAN CLEMENTE,2017-01-09,3.9,6.3,4.4,STARCOOL,2016-12-16,2083,5480468117,14,10345,TRES MONTES,120,120,2016-12-07,0,1,0,0,0,0,0,0,6,1,0,0,2
